,restaurant,Type,Price,review,Rating,Star
42,Papatzul,Mexican,2,"Sangria and salsas rule at Papatzul, a swanky SoHo scene rife with a classically trained chef churning out delightful Mexican cuisine. On any given evening, the cozy and narrow space, decorated with masks and dark wood, is abuzz with drinking buddies getting friendly with tequila offerings and tables of friends diving into five types of salsas-each inspired by a different region in Mexico. Great care is given to each dish, like chicken flautas made with some of the city's best tortillas, and filled with tender grilled meat, and a dab of salsa borracha. For a regal repast, try slow-roasted duck enchiladas featuring a rich, almond-chili mole. It rises well above the neighborhood norm, making this spot quite the destination for margarita-fueled fun.",0,0
43,Antique Garage,Turkish,2,"Bohemian-chic Antique Garage makes for a perfectly discreet rendezvous. Complete with high ceilings and the beat-up bones of a former garage, this sultry spot combines vintage furniture, pendant-like chandeliers, and mirrors galore to create the quintessentially cool hangout. Insanely talented jazz musicians jam in the corner, while gin martinis and Turkish white wines flow as freely as the conversation. Ottoman cuisine rules here with well-made, welcoming, and wonderful bites-after hitting SoHo's boutiques and galleries, those bowls of spicy olives are the ideal snack for sharing. For heartier fare, try a grilled halloumi salad tossed with briny artichoke hearts, or smoky lamb shish kabobs, traditional in presentation and deeply satisfying in flavor.",0,0
44,Nebraska Steakhouse,Steakhouse,3,"Marked by a relatively modest and discreet façade, Nebraska Steakhouse remains a well-tread fixture in the FiDi. This classic watering hole with equally brazen diners hovering around a tiny, narrow, and well-soaked bar evokes that old-timey city tavern scene. Inside, the vibe is lively, drinks are strong, and their appetizing offerings are expertly handled. Finding the door isn't a cakewalk and manipulating the crowd takes some negotiating, but rest assured that the end result is worth it. Yes, those steaks are on-point, but smoked trout salad followed by 22-ounces of tender and juicy grilled lamb Porterhouse chops never fails to sate. In contrast with the gruff service, a pecan pie studded with chocolate chips and heavy cream is so sweet.",0,0
45,Daruma-ya Soba,Japanese,2,"Known for sensational soba and expert execution, Chef Shuichi Kotani crafts his renowned buckwheat noodles every 30 minutes, cooks them in a mere 20 seconds, and offers an experience as authentic as any you'd find in Japan. Cozy up in a round leather booth in the clubby front area, or take a seat in the more elegant wood and stone dining room. To truly understand the elasticity, texture, nutty flavors, and the precision that goes into hand-cutting each strand, go for the purest expression of the complex noodles-served in a simple, delicate dashi with scallions, alongside green vegetables and takuan (Japanese yellow pickled daikon). Also explore small plates like fishcake with shiso and wasabi, sushi offerings, or the fixed dinner menu.",0,0
46,Sushi Azabu,Japanese,4,"Like a little secret tucked beneath Daruma-ya, this standout sushi den has a serene look and private feel that is intimacy incarnate. This works out well, since the subterranean room can only seat about a dozen guests. The changing roster of Japanese chefs maintain their mystical composure beneath the dark painting of a carp behind the counter, fostering a relaxed pace to each meal even as orders pile in from upstairs. True, they may be serving the same quality fish as the spot above, but the omakase dishes here are incomparably superior. This is immediately clear from the first bit of otoshi, house-made silken tofu with the bold flavors of sea urchin and salmon roe, finished with bits of crisped nori. The kitchen's seasonal influences may be reflected in a springtime bowl of bamboo shoots braised in smoky dashi, or a delicate cube of steamed Japanese red snapper in soy-ginger broth with grated turnip and a fragrant, bright green cherry leaf. The array of sushi includes an explosively briny giant clam, sea scallop with grated yuzu on perfectly cooked rice, and raw sweet shrimp that is downright knee-weakening. The miso soup is the best you've had in a long time.",1,1
47,Nyonya,Malaysian,2,"Nyonya prides itself with a comfortable setting composed of brick walls and wood tables, but everyone's really here for their food, which is always on the money. Adept servers are eager to steer you through the varied menu-and sometimes even away from such delicious dishes as asam laksa, an exceptionally spiced and intensely sour broth floating with lemongrass, ground fish, and thick, round noodles.Asians and other hungry locals pack this haunt for seemingly simple yet deeply satisfying items like achat (pickled vegetables tossed with turmeric and peanuts); mee siam (noodles stir-fried with tofu, eggs, and shrimp in a chili sauce); or pungent beef rendang. Crispy prawns garnished with curry-infused toasted coconut are nothing short of wow!",0,0
48,Inatteso Pizzabar Casano,Italian,2,"Manhattan has no shortage of pizza. But shockingly, the touristy, banker-packed Battery Park City lacked a proper wood-fired pizza until the arrival of Inatteso. Tucked away, it features stunning views of the Statue of Liberty and Ellis Island from the south end of the bar. Any seat in the brightly lit, wood-paneled room provides a glimpse of the oven and scents of a blistering crust. The 12-inch Margherita expresses pure pizza-making skill through soft, fluffy dough with a touch of semolina and knobs of fior di latte. It's not entirely traditional but completely enjoyable. The menu doesn't stop at pizza, and neither should you. Sample pasta like orechiette with broccoli rabe and pan-roasted mahi mahi with sweet and sour eggplant caponata.",0,0
49,Brinkley's,Gastropub,2,"Brinkley's seems to be the provincial ""pub"" for everyone from students and hipsters to executives looking for a thirst quencher and bite after work. This easy and informal spot wears a boho-chic look with metallic stools lining a zinc-topped bar, a black-and-white checked floor, and burgundy leather booths. The team fits the casual, neighborhood feel of its vibrant yet rather noisy surroundings.Find such straightforward delights as a grilled chicken salad with walnuts, grapes, and red onion in a shallot vinaigrette. Then, move on to a deliciously crusty lobster club filled with bacon and avocado, served with sweet potato fries. A taste of their moist bread pudding topped with whipped cream will ensure some very simple, homespun bliss.",0,0
50,The Greek,Greek,2,"This upscale ouzerie and taverna is a cozy den of Greek hospitality. Beyond the slender mahogany bar and mounted wine barrels, the rustic-chic dining room is meticulously decorated with vine-wrapped columns to echo the wine-centric theme as well as plush sofas for sinking into the very relaxed vibe. The long bar is a lovely perch for the solo diner craving chicken souvlaki or just an afternoon frappé. Begin with keftedes, tender beef meatballs slowly simmered in aromatic tomato sauce and topped with crumbled aged feta. Then move on to a thick yellow split pea purée folded with olive oil, capers, and bright lemon juice. The mousaka is bubbling perfection layered with potato, grilled eggplant, zucchini, and beef topped with eggy-buttery béchamel.",0,0
51,La Esquina,Mexican,2,"When La Esquina opened it was a breath of bright air, offering enjoyably fresh cuisine that stood tall among the paltry selection of Manhattan Mexican. Thankfully, the city's south-of-the-border dining scene has evolved since then. However, La Esquina remains a fun and worthy option. More playground than restaurant, this multi-faceted setting takes up an iconic downtown corner and draws a hip crowd to the grab and go taqueria, 30-seat café, and lively subterranean dining room and bar.The spirit here is not just alive but kicking with classic renditions of tortilla soup; mole negro enchiladas filled with excellently seasoned chicken; as well the likes of carne asada starring black Angus sirloin with mojo de ajo.",0,0
52,Pier A,American,3,"Situated on a pier off the Hudson River, this three-story Victorian-a rambunctious New York landmark replete with a prominent clock tower and enormous promenade-is hardly your average watering hole. After all, where else can you slurp bivalves and sip craft beers among pressure gauges from 19th century steamships while taking in a view of the Statue of Liberty? The menu's tempting seafood options include a dozen types of fresh, plump oysters; lobster mac and cheese studded with greens and bacon and served in a cast iron skillet; as well as mini lobster rolls with a citrusy remoulade. While the fare here begs for brews, grown-ups craving quiet conversation, a proper martini, and an ultra-hearty Tomahawk steak should head upstairs to Pier A Harborhouse.",0,0
