,restaurant,type,price,rating,review,url
448,North Pond,Cuisine Contemporary,From 50 USD    to 74 USD,"A MICHELIN star: cuisine of great finesse. Worth the step! 





Good standard. Our best addresses.","Sitting just north of the pond, this former warming house for ice skaters has been reconceived as a chic Craftsman-style cottage with windows overlooking the shimmering water. Flickering candles and wood accents make it feel like a remote forest lodge, and a quote from Chaucer over the wine rack enhances the overall historic feel. Both the reasonably priced à la carte and fixed menus appear simple, listing one or two main seasonal ingredients often repeated with new insight throughout a meal. However, each dish elevates farm-to-table cooking with creative exploration. This is at once clear in the ""egg, bacon,"" its velvety yolk ready to spill over and lushly sauce the roasted rapini, bacon confit, and dark slice of toasted pumpernickel beneath. This may be followed by pearly white fluke set over deep-green kale braised with bacon and paired with shards of crisped kale, juice-like kale foam, as well as bacon bits, purple potato slices, sweet apple balls, toasted hazelnuts, and a single, succulent Gulf shrimp. Finish with a quenelle of unique smoked olive oil sorbet paired with torn pieces of herbaceous rosemary cake, cinnamon-laced apple, spiced pecans, puffs of apple foam, and salt-pepper crumble. Then breathe a sigh of supreme satisfaction.",https://www.viamichelin.com/web/Restaurant/Chicago-60614-North_Pond-269312-41102
449,Del Seoul,Cuisine Korean,From 13 USD    to 24 USD,Simple standard.,"Korean street food makes its way from the trendy trucks to a fast-casual space that gives the people what they crave. All the intoxicating flavors of Korean cuisine are here in finger food form, perfect for sharing or creating your own personal buffet. Choose from the video screens above the counter, take a number, and grab a seat. Bite-sized barbecue tacos are the star of the menu, filled with a variety of meats including kalbi-style braised beef short ribs or panko-breaded sesame-chili shrimp. Both get a topping of bright cilantro-onion slaw on grilled white corn tortillas. Canadian poutine crosses a number of borders when topped with more of those tender short ribs, house-made kimchi, pickled red onions, and a trio of melted cheddar, jack, and crema.",https://www.viamichelin.com/web/Restaurant/Chicago-60614-Del_Seoul-333093-41102
450,Le Bouchon,Cuisine French,From 25 USD    to 49 USD,Simple standard.,"Pressed-tin ceiling? Check. Brick-and-Dijon color scheme? Check. Close-knit tables in a snug space? Check. A warm welcome from an actual Frenchman? Check. Owner Jean-Claude Poilevey has fashioned the quintessential bistro experience at Le Bouchon, where straightforward French food never goes out of style. The informal atmosphere gets convivially raucous as the night goes on with regulars lining the bar and petite dining room. Familiar, approachable favorites rule the menu: soupe à l'oignon, wearing its traditional topper of broiled Gruyère on a moist crouton, oozes and bubbles over the sides of a ramekin; and an ample fillet of saumon poché napped in beurre blanc is the essence of simplicity. A lunch prix-fixe keeps the wallet light but belly full.",https://www.viamichelin.com/web/Restaurant/Chicago-60647-Le_Bouchon-273458-41102
451,Homestyle Taste,Cuisine Chinese,From 13 USD    to 24 USD,Simple standard.,"For more adventurous fare than spicy Sichuan lamb or dim sum, look no further than this family-run favorite. Though the lengthy menu offers plenty of usual suspects (think scallion pancakes and mapo tofu), it's also chock-full of authentic Chinese dishes that will make any offal lover's day. Thin slices of lamb kidney are dry stir-fried, their mild flavor boosted by copious amounts of cumin and red chilies. Then, a sweet and sour sauce offsets the funky flavor of quick-fried intestine, tripe, and liver; and pickled cabbage and pork meatball soup, boosted by tofu and noodles, is a welcome warmer on cold days. The service is friendly and amenable, so don't be afraid to specify your preferred meat or ask for chili oil to amplify the heat quotient.",https://www.viamichelin.com/web/Restaurant/Chicago-60608-Homestyle_Taste-399945-41102
452,Izakaya Mita,Cuisine Japanese,From 13 USD    to 24 USD,Simple standard.,"This Bucktown addition is a family-run tavern worth seeking out for its homespun take on izakaya eats and gracious hospitality. Start with single-serve sake in a jar so cute you'll want to smuggle it home, or a cocktail inspired by Japanese literature (the Norwegian Wood, a delicious interpretation of the Haruki Murakami novel ""Noruwei no Mori,"" blends whiskey, Luxurdo, sweet vermouth, and orange bitters).The array of small plates brims with creativity and flavor: tsukune are coarse-ground, delightfully chewy, and achieve a mouthwateringly charred exterior from having been grilled over bincho-tan; while tako-yaki are as delicious as any found on a Tokyo sidewalk. Korroke, a panko-crusted potato croquette, comes with tonkatsu sauce for delicious dunking.",https://www.viamichelin.com/web/Restaurant/Chicago-60647-Izakaya_Mita-473930-41102
453,Pizzeria da Nella,Cuisine Italian,From 25 USD    to 49 USD,Simple standard.,"Though it calls itself a pizzeria, this cheerful and vast Italian hang near DePaul University is so much more. A mosaic-tiled wood-burning oven gleams from the rear of the dimly lit space, brightened by sunny yellow and Mediterranean blue walls. Craft beer nerds should take a seat at the bar for a sampling from the varied list of artisanal Italian brews. Authentic Neapolitan pizzas share menu space with modern stuffed ""bomba"" pies like the Ciotta Ciotta, which mounds a deli case's worth of salumi and cheeses between two pizza dough rounds. Pasta selections are equally sprawling, and include fresh combinations like pappardelle with plump mussels, black truffles, and pecorino. Limoncello-soaked strawberries over homemade sponge cake keep the finale light.",https://www.viamichelin.com/web/Restaurant/Chicago-60614-Pizzeria_da_Nella-373576-41102
454,La Plena,Cuisine Latin American,From 13 USD    to 24 USD,Simple standard.,"Owners Epi and Soraya Velez have created a warm and welcoming haven for anyone hoping to enjoy a little piece of Puerto Rico in Chicago. Their home-style cooking would make any Boricua proud, offering standards from mofongo to lechon and even the holiday favorite of coquito-with much less of the heaviness often associated with the traditional cuisine. As the story goes, the jibarito was created by Chicago's Puerto Rican community, and La Plena's rendition-featuring thin steak strips, garlicky mayonnaise, and melted cheese between fried flattened plantains-is an exceptional example. For dessert, dig into a slice of dense, eggy flan while you take in the dining room's custom murals that showcase Puerto Rico's beaches and countryside.",https://www.viamichelin.com/web/Restaurant/Chicago-60622-La_Plena-471933-41102
455,Coast Sushi Bar,Cuisine Japanese,From 25 USD    to 49 USD,Good standard.,"Dimly lit but lively, this high-volume sushi bar cranks out a remarkable variety of rolls to keep up with demand especially on weekends from noon till night. Two spacious dining rooms and a narrow sushi counter armed with wood-framed chairs accommodate the chatty crowds. Bring your own sake, wine, and bottle opener to make the wait more tolerable. The broad selection of Japanese dishes ranges from signature maki and nigiri to innovative appetizers like fried soft-shell crab with mango-shallot salsa. Miso soup spiked with jalapeño is served in a coffee cup for easy sipping. A deep bowl of boatman chirashi is laden with orange tobiko, pickled veggies, shiso leaves, and an array of sashimi. Dig right in or grab a sheet of toasted nori for a custom-wrapped hand roll.",https://www.viamichelin.com/web/Restaurant/Chicago-60647-Coast_Sushi_Bar-296364-41102
456,Juno,Cuisine Japanese,From 50 USD    to 74 USD,Good standard.,"Raw fish with a side of creativity differentiates Juno from the rest of this city's sushi brethren. With a plain, tavern-like bar up front as well as a bright, inviting dining room and counter (the best seat in the house) in back, this low-key spot is popular for a casual meal. The menu offers cool bites like the Juno queen, a special nigiri of salmon topped with spicy scallop and potato crunch; and hot treats like honey-glazed quail. Chef B.K. Park's omakase must be ordered 48-hours in advance, but with cleverly spun morsels like briefly torched prawn with pineapple salsa, pickled garlic oil-drizzled New Zealand King salmon, soy-marinated sea eel dabbed with ground sesame seeds, and spicy octopus temaki, it's a feast well worth the extra effort.",https://www.viamichelin.com/web/Restaurant/Chicago-60614-Juno-474198-41102
457,Nana,Cuisine American,From 25 USD    to 49 USD,"Bib Gourmand: good quality, good value cooking.





Good standard.","While Nana Solis is the matriarch of this family-run Bridgeport favorite, her children (who were raised just upstairs) keep the kitchen and dining room humming. A devoted breakfast crowd takes up residence at the coffee bar and butcher block tables each day, often perusing the colorful modern artwork for sale on the walls. Locally sourced and organic are the guiding principles behind every ingredient here; many dishes also get a little Latin flavor. Soft avocado wedges are tossed in panko, then flash-fried for a crispy exterior and creamy center. ""Nanadicts"" give a Southwestern accent to eggs Benedict by adding chorizo, corn pupusas, and poblano cream. Sunday nights feature family-style fried chicken dinners fit for large groups with larger appetites.",https://www.viamichelin.com/web/Restaurant/Chicago-60608-Nana-294732-41102
458,mfk.,Cuisine Spanish,From 25 USD    to 49 USD,"Bib Gourmand: good quality, good value cooking.





Simple standard.","""First we eat, then we do everything else,"" said M.F.K. Fisher, the food writer who serves as both the inspiration and namesake for this young neighborhood darling. Thanks to large windows, whitewashed brick walls, and gleaming silver-and-white tilework, the subterranean space manages to evoke a breezy seaside oasis. And with a seafood-centric menu featuring modern interpretations of Iberian-inspired plates, the food follows suit. The ocean's bounty is showcased in simple but flavorful dishes, like crispy fried prawn heads served with a nutty salbitxada sauce for dipping; and bowls of cataplana stew with fresh clams, crunchy shrimp, and grilled cobia collar. A crumbly slice of Basque cake and an expertly pulled cortado ends the meal on a high note.",https://www.viamichelin.com/web/Restaurant/Chicago-60614-mfk-474199-41102
459,Red Door,Cuisine International,From 25 USD    to 49 USD,,"Even with no sign, it's easy to find this funky Bucktown bar: that red door is impossible to miss. Grab a metal barstool or a raised wooden banquette for an evening of seasonal cocktails, craft beers, and internationally inspired pub fare. On warm evenings, the backyard patio becomes romantic with candlelit communal tables and a canopy of twinkling lights overhead. Gastropub classics take a spin around the globe, while often featuring local ingredients (sometimes right from the patio). Bulgogi-style hanger steak and eggs is a weekend brunch favorite, layering tender chunks of meat over scrambled eggs with a pile of spicy, hangover-busting kimchi on the side. Poutine boasts Wisconsin's Brunkow cheese curds and spicy curry gravy.",https://www.viamichelin.com/web/Restaurant/Chicago-60647-Red_Door-373414-41102
460,The Bristol,Cuisine American,From 25 USD    to 49 USD,Good standard.,"Get to know your neighbors a little better at this dim, bustling haunt boasting a lineup of seasonal American treats with a Mediterranean twist. Regulars sit shoulder-to-shoulder at thick butcher block communal tables or at the concrete bar, squinting under filament bulbs to see the constantly changing menu's latest additions on chalkboards throughout the room. After sharing a Moscow Mule in a frosty copper mug, duck fat fries, or monkey bread with dill butter, it might be time for messy elotes tossed with sweet chili jam to be licked off each finger; or an heirloom tomato tart with a SarVecchio cheese crust and shaved onions. Do the right thing and save room for homemade Nutter Butter cookies with dark chocolate sabayon for dipping.",https://www.viamichelin.com/web/Restaurant/Chicago-60647-The_Bristol-273497-41102
461,Belly Shack,Cuisine Fusion,From 13 USD    to 24 USD,"Bib Gourmand: good quality, good value cooking.





Simple standard.","Belly Shack's concise menu is an eclectic Asian-Latin mash-up that reflects the Korean and Puerto Rican backgrounds of Chef Bill Kim and his wife, Yvonne Cadiz-Kim. Place your order and take a number-a metal stand that looks like it was made by a high school shop class-then wait for your dishes to arrive. Korean barbecued beef is a favorite, but regulars enjoy new tastes from the roster of daily specials that can include the lechon tostada. This treat is comprised of thinly sliced, slow-roasted pork loin piled high onto a fried corn tortilla with grated sharp cheddar, mashed smoky black beans, and pineapple-cilantro salsa. For dessert, lick up peaks of creamy vanilla soft-serve with topping combos such as caramel and freshly grated Vietnamese cinnamon.",https://www.viamichelin.com/web/Restaurant/Chicago-60647-Belly_Shack-273440-41102
462,Bar Pastoral,Cuisine International,From 25 USD    to 49 USD,,"When Wrigleyville denizens want to say cheese, they head to Bar Pastoral, the rustic bistro companion to an artisan cheese and wine shop. Subtly styled like a cave for aging, the restaurant's barrel-vaulted ceilings and exposed brick walls evoke intimacy. A glossy half-moon bar, marble-topped cheese counter, and rustic wood tables inlaid with wooden wine box details let guests gather and sample. As expected, many dishes feature cheese, though shareable plates run from house-made charcuterie to bone-in pork chops. Thick slices of bacon-wrapped country pâté are generously studded with pistachios. A succinct wine list offers a number of by-the-glass selections for pairing with cheese-such as the raw cow's milk Kentucky Rose served with caramelized onion chutney.",https://www.viamichelin.com/web/Restaurant/Chicago-60657-Bar_Pastoral-408496-41102
463,Chilam Balam,Cuisine Mexican,From 25 USD    to 49 USD,"Bib Gourmand: good quality, good value cooking.





Simple standard.","Chilam Balam's cozy subterranean space feels like an undiscovered hideaway, but the secret of this lively Mexican hot spot is out. Though waits can be long, the accommodating staff goes the extra mile to mix up margaritas with BYO tequila or walk guests through the rotating roster of shared plates. Familiar favorites and seasonal specials make for a festive mix of adventurous, yet universally pleasing dishes. Flat corn tortillas form a sandwich-style enchilada, stuffed with fork-tender beef brisket and topped with crunchy strands of sweet potato slaw. Salty chorizo and green papaya tlacoyos show that opposites attract, and peanut butter empanadas-primed for dipping in Oaxacan chocolate sauce and dulce de leche-take a childhood favorite to new heights.",https://www.viamichelin.com/web/Restaurant/Chicago-60657-Chilam_Balam-281125-41102
464,DMK Burger Bar,Cuisine American,From 13 USD    to 24 USD,Simple standard.,"Outside, towering neon ""DMK"" letters shine like a beacon for burger fanatics; inside, craft beers gush from taps and attentive, accommodating servers sling mile-high piles of fries. With blaring music and church pew-lined banquettes, it's a cool and modern hang for families and friends of all ages. Sate salt cravings with a batch of batter-fried okra pods and tangy pickle spears dipped in creamy herbed ranch; then order by number to get the creative grass-fed burger of your choice. The #3 takes on a Reuben with pastrami, sauerkraut, and Gruyère; while #9 is the platonic ideal of a patty melt, with smoked Swiss, caramelized onions, and chewy bacon between caraway-studded slices of rye bread. Save room for #15-the always-interesting daily special.",https://www.viamichelin.com/web/Restaurant/Chicago-60657-DMK_Burger_Bar-281126-41102
465,Fish Bar,Cuisine Seafood,From 25 USD    to 49 USD,Simple standard.,"Chicago may not be known for local seafood, but Fish Bar makes sure to handpick the best from both the Atlantic and Pacific coasts to fill its chilled coffers. A blackboard above the semi-open kitchen lists the fresh daily fish and oyster offerings, ready to be shucked, steamed, fried, and grilled for guests lining up at the wood bar that snakes around the room. The casual menu pays homage to classic coastal fish shacks, yet throws in a few gussied-up items like tartare and octopus à la plancha. Bowls of gumbo stick to the classic recipe with zippy andouille sausage, okra, and chunks of blue crab. The Satchmo po'boy is a mouthful, combining fried rock shrimp and crawfish tails along with slaw and sweet pickles in a traditional, buttery split-top roll.",https://www.viamichelin.com/web/Restaurant/Chicago-60657-Fish_Bar-333090-41102
466,ATK,Cuisine Thai,From 25 USD    to 49 USD,Simple standard.,"Chef Andy Aroonrasameruang's Thai kitchen has earned numerous accolades and a devout following in its brief existence. Bring friends and settle in to the slender, spotless room arranged with ebony-finished tables and accent walls painted with hues evocative of turmeric and purple onion. Cooked-to-order creations are spicy, sour, crunchy, and aromatic-as in the snappy Isaan-style sausage sided by a mouthwatering dipping sauce. The kao soy features thin egg noodles in a rich golden-yellow curry stocked with pounded chicken, bean sprouts, raw cabbage, and pickled mustard greens-all topped by a nest of crunchy fried noodles. The duck in red curry is chili-revved, redolent of five-spice, and balanced by the sweetness of diced pineapple, grapes, and tomato.",https://www.viamichelin.com/web/Restaurant/Chicago-60657-ATK-399950-41102
467,La Casa De Samuel,Cuisine Mexican,From 13 USD    to 24 USD,Simple standard.,"Though the sign over the awning reads ""Cocina Internacional,"" make no mistake: this Mexican restaurant has been bringing tacos and queso fundido to Pilsen since 1989. Exposed wood beams, brick walls, and bright oil paintings add a true-blue vibe; while a tortilla station where an abuelita works masa into thin discs gets the appetite going. Multi-generational families return time and again to share spicy molcajete-crushed salsa. Along with the freshly made tortillas that arrive swaddled and warm from the grill, the bustling kitchen turns out solid standards like fajitas as well as unusual wild game options like grilled wild boar, rabbit, or alligator. Wash down baby eels sizzling with garlic and chile with an icy lime-infused margarita.",https://www.viamichelin.com/web/Restaurant/Chicago-60623-La_Casa_De_Samuel-289583-41102
468,"Table, Donkey and Stick",Cuisine Austrian,From 25 USD    to 49 USD,"Bib Gourmand: good quality, good value cooking.





Good standard.","When American comfort food just won't suffice, look to Table, Donkey and Stick for a helping of cozy Alpine fare. The rustic inn-inspired setting reflects its reputation as a gathering place where friends meet at the inviting bar or settle in at communal tables for whimsical, creative compositions. Though the food is European-influenced, ingredients from local farms make their way into many dishes. Caraway seeds spice up duck meatballs nestled among springy egg noodles with dehydrated sauerkraut and shaved salted egg yolk, and honeycomb tripe wins new fans when fried to a crisp and topped with house-made giardiniera. For a sweet take on the traditional baked good, try the pretzel-shaped puff pastry sprinkled with candied mustard seeds.",https://www.viamichelin.com/web/Restaurant/Chicago-60647-Table_Donkey_and_Stick-408495-41102
469,Kanela,Cuisine American,From 13 USD    to 24 USD,Good standard.,"A comfortable, lived-in setting makes this breakfast club more like a home away from home for many Lakeview residents. The cozy chocolate-brown dining room packs in hungry brunchers on weekends, but the flung-open front windows, efficient kitchen (and a Bloody Mary or two) keep everyone happy. Since Kanela is Greek for ""cinnamon,"" the signature pastry is appropriately loaded with spiced sugar, vanilla frosting, and blueberries. A flight of four kinds of French toast sweetens the deal for indecisive types. But savory brunchers have a host of options too, including the Lorraine scramble with Gruyère, peppered bacon, and sprightly scallions. Brunch cocktails, fresh-squeezed juices and smoothies, as well as Julius Meinl coffee cover all the beverage bases.",https://www.viamichelin.com/web/Restaurant/Chicago-60657-Kanela-333091-41102
470,Osteria Langhe,Cuisine Italian,From 25 USD    to 49 USD,Good standard.,"A tapestry-length photograph of the Piemontese countryside is the only nod to tradition in Osteria Langhe's buzzy contemporary space. Lines of glowing bulbs hanging from a sculptural grid bring warmth to bare wood tables and metal chairs. A communal table at the restaurant's entrance, visible through the garage-like glass façade, shines like a beacon of conviviality. Don't spoil your appetite by eating too many of the complimentary house-made black olive grissini before the entrées arrive. Regional specialties abound on the menu: rich, eggy strands of tajarin swirl around braised beef ragù or simple butter and sage. Use delicate crêpe-like crespella, filled with a variety of seasonal vegetables, to sop up spicy leek fonduta.",https://www.viamichelin.com/web/Restaurant/Chicago-60647-Osteria_Langhe-448331-41102
471,Wood,Cuisine Contemporary,From 25 USD    to 49 USD,"Bib Gourmand: good quality, good value cooking.





Good standard.","The décor at this Boystown spot might be all grown-up with rich wood tones set against pale tufted booths and a glossy cream bar, but witty winks to the gay community pop up throughout the menu. Cocktails like a ""manhandled sour"" are as suggestively named as they are superbly prepared. Heck, even Sunday brunch is titled ""Morning Wood."" That said, the menu is incredibly refined. Choose from seasonal American food like roasted venison with creamed spinach as well as homemade sausage and spaetzle. Or opt for the country ham flatbread topped with creamy raclette and charred black kale, presented in squares for easy sharing. The bar continues to pour long after the kitchen closes, so night owls sample from the ""Backwoods"" menu of Belgian frites and sauces.",https://www.viamichelin.com/web/Restaurant/Chicago-60657-Wood-373574-41102
472,Bakin' & Eggs,Cuisine American,From 13 USD    to 24 USD,Simple standard.,"A pastry case chockablock with cupcakes, cookies, and brownies entices passersby into this relaxed Lincoln Avenue breakfast and lunch hangout. Inside, whitewashed repurposed church pews provide ample seating for both big families as well as solo hipsters who can be seeen sipping on Intelligentsia coffee, which is on hand for a pick-me-up. As the sibling of Wicker Park's Lovely Bake Shop, it's no wonder the moist, generously frosted cupcakes take the cake. Flavors like pumpkin spice, peanut butter and jelly, and red velvet make it hard to pick a favorite. Latin influences on the savory menu mean carb-loaded and dense chilaquiles with avocado and tomatillos. A kids' menu offers mini breakfast burritos or buttermilk pancakes with whipped cream smiles.",https://www.viamichelin.com/web/Restaurant/Chicago-60657-Bakin_Eggs-373573-41102
473,Milt's Barbecue for the Perplexed,Cuisine Barbecue,From 13 USD    to 24 USD,Good standard.,"The full name of this kosher spot is Milt's Barbecue for the Perplexed, but even without pork (or dairy) on the menu, there's no sign of ""confusion"" among patrons, as the catalog of smoky barbecue and Jewish deli delights are bound to appease one and all. Additionally, 100% of their profits go to charity, so get in here and get your craving on. The room is simple, with dark wood furnishings and floors, but the kitchen is all sparkle. Tender chopped brisket on a toasted hamburger bun arrives with a trio of barbecue sauces-mustardy Carolina, smoky Memphis, and sweet Kansas City-and fries in a wire fryer basket; while pulled smoked chicken makes its way into the homemade soup. Don't expect to take your Friday night date here as Milt closes at sundown out of respect for the Sabbath.",https://www.viamichelin.com/web/Restaurant/Chicago-60657-Milt_s_Barbecue_for_the_Perplexed-399951-41102
474,P.S. Bangkok,Cuisine Thai,From 13 USD    to 24 USD,Good standard.,"Even first-timers are part of the family at P.S. Bangkok, a charming Lakeview retreat run by a trio of sisters. Wind chimes ring softly as Sue (who runs the front of the house) graciously welcomes each guest. Linen-draped tables, wooden arches, and bamboo accents lend subtle elegance to the space. Diners do double takes at intriguingly titled dishes that depart from the usual Thai menu. ""Love me tender"" duck is a sweetheart of a meal, featuring fanned duck breast slices with crackling, sugary skin in a citrus-tinged sauce. ""Beef paradise"" is marinated in garlic and spices, and served with Thai barbecue dipping sauce. Stir-fried entrées named for flavor profiles like pungent, tangy, or peppery let guests cater to their own taste buds.",https://www.viamichelin.com/web/Restaurant/Chicago-60657-P_S_Bangkok-294721-41102
475,Parson's Chicken & Fish,Cuisine American,From 25 USD    to 49 USD,Simple standard.,"For the young professionals and new families of gentrifying Logan Square, Parson's Chicken & Fish is a lively but low-key hangout that hits all the bases. It's equally appropriate for a midday snack with the kids or late-night munchies run, and the stay-and-play vibe extends to on-site activities like a winter ice skating rink or summer ping pong tables. As per the name, poultry and piscine offerings are house specialties, with signature golden-fried chicken (and equally popular Negroni slushies) on many tables. An aïoli-smeared brioche bun holds a piping-hot fillet of beer-battered fish topped with crisp slaw and house hot sauce. Dessert isn't made in house, but no matter; neighboring Bang Bang Pie Shop provides daily slices of sweetness.",https://www.viamichelin.com/web/Restaurant/Chicago-60647-Parson_s_Chicken_Fish-408494-41102
476,Home Bistro,Cuisine American,From 25 USD    to 49 USD,Good standard.,"Home dishes up loads of charm with a healthy dash of humor in the heart of Boystown. Flickering tea lights on the closely packed bistro-style tables faintly illuminate cozy orange walls painted with food-related quotes. Chef Victor Morenz's eclectic menu picks up influences from around the globe, but each dish is consistently gratifying. Southern meets south of the border in crisp fried oyster tacos with pickled pepper remoulade. Candied kumquats and olive tapenade contrast pleasantly with buttery seared duck breast, and a dense cube of warm, fudgy chocolate cake placed over a swipe of coconut peanut butter is a decadent finale. Plan for an early evening if you're looking forward to a quiet meal; at peak hours, those orange walls really reverberate.",https://www.viamichelin.com/web/Restaurant/Chicago-60657-Home_Bistro-340602-41102
477,Chicago Diner,Cuisine Vegetarian,From 13 USD    to 24 USD,Simple standard.,"""Meat free since '83"" is the slogan at Chicago Diner, where servers have been slinging creative, healthy fare to grateful vegetarians and vegans for decades. The ambience evokes a neighborhood diner with fire engine-red tables trimmed in chrome, shiny black vinyl chairs, and raised booths. And the food? It looks and tastes the part. Convincingly crispy seitan buffalo wings cool down the spice factor with vegan ranch dressing; while flautas filled with mashed potato, faux cheese, and jalapeños are served with tons of flavorful fixings so that the meat is not missed at all. With a popular brunch menu, numerous gluten-free choices, and a stronghold on the local vegan scene, you can expect a line. So, get there early or hope for good Karma-and a seat.",https://www.viamichelin.com/web/Restaurant/Chicago-60657-Chicago_Diner-268988-41102
478,Masada,Cuisine Middle Eastern,From 13 USD    to 24 USD,Good standard.,"Masada Ramli, the mother of owner Shadi Ramli, is the inspiration of this richly adorned spot bedecked with metal lanterns and colorful glazed tiles. A collection of hamsas at the entrance wards off evil, and the lower level lounge pours a bevy of sprits including cocktails, crafts beers, and arak. Although kebabs and wraps can be ordered, there's nothing commonplace about Masada's home-style cooking. Instead, imagine the likes of lamb's kidney and heart sautéed with onions and oyster mushrooms; or fetit betinjan, crunchy pita cubes and roasted eggplant dressed with tahini, pomegranate molasses, and lemon. A number of vegan options abound and attract, including koshari, a hearty mélange of rice, lentils, and gluten-free pasta, accompanied by spicy tomato sauce and tart pickles.",https://www.viamichelin.com/web/Restaurant/Chicago-60647-Masada-448330-41102
479,Owen & Engine,Cuisine Gastropub,From 25 USD    to 49 USD,Good standard.,"Owen & Engine's charm extends from its glossy black façade into its warm polished wood interior and all the way to the second-floor dining room that sees action into the wee hours. Brocade wallpaper, gas lights, and studded leather club chairs lend a Victorian feel. A frequently changing draft list always features a few selections pulled from a beer cask (or ""engine""). British-inspired gastropub grub matches the impressive roster of brews and Pimm's cups. Bar nibbles like mustard-glazed soft pretzels with Welsh rarebit for dipping; or peanuts tossed in sriracha, Worcestershire, and brown sugar cater to the snacking sort. Hearty entrées like bangers and mash feature house-made Slagel Family Farm's pork sausage and potatoes smothered in onion gravy.",https://www.viamichelin.com/web/Restaurant/Chicago-60647-Owen_Engine-326632-41102
480,Fat Willy's,Cuisine Barbecue,From 25 USD    to 49 USD,Simple standard.,"With piles of hickory and applewood stacked at the entrance and the sweet-spicy aroma of smoke filling the air, Fat Willy's telegraphs an authentic barbecue experience from the outset. Vintage hand mixers decorate one wall, but this isn't a precious farmhouse bakery-the meat is front and center, as indicated by the rolls of paper towels and sheets of Kraft paper laid out over gingham tablecloths. Signature baby back ribs are pink and glistening with fat after a slow smoke, and a duo of house-made barbecue sauces lets diners kick things up as desired. Minced fresh garlic adorns the pulled pork sandwich, with a few shakes of seasoned vinegar for extra oomph. After those savory indulgences, a slice of cool, creamy peanut butter mousse cake is just the ticket.",https://www.viamichelin.com/web/Restaurant/Chicago-60647-Fat_Willy_s-340597-41102
481,The Radler,Cuisine German,From 25 USD    to 49 USD,Simple standard.,"With around 20 suds on tap and more than 95 bottles to sample, The Radler is everything you want a beer hall to be. Though the space is new, it has an old soul: communal benches hearken back to the days of classic Bavarian biergartens, and the enormous Bohemian Export beer mural that commands guests' attention is indigenous to the building-a happy discovery during demolition. A stack of small plates on each table sends the message that everything on the menu is meant for sharing. A German onion pie arrives straight from the oven, topped with shaved asparagus and made-to-order Pilsner soubise. Four types of wurst are available by the link, like Thüringer-served over a bed of spring green peas with authentic marinated cucumber salad and traditional mustard.",https://www.viamichelin.com/web/Restaurant/Chicago-60647-The_Radler-448333-41102
482,La Encantada,Cuisine Mexican,From 13 USD    to 24 USD,Simple standard.,"Encantada is Spanish for enchanting, and this family-run spot more than lives up to its name. Royal-blue, golden-yellow, and exposed brick walls are hung with gallery-style artwork (most of which is for sale), and contemporary Latin tunes waft through the air. Culinary inspiration begins in the family's hometown, Zacatecas, but pulls from around Mexico with delectable results. Enchiladas rojas, a Zacatecan specialty, are as authentic as one could wish. Two small, salted beef-filled tortillas are draped with earthy salsa rojas for muted chili heat, while avocado and crema fresca bring depth to a rustic chicken tortilla soup. The chewy, caramelized crust on pan-fried plantains is textbook perfect, served with a dollop of cinnamon-laced cream.",https://www.viamichelin.com/web/Restaurant/Chicago-60647-La_Encantada-339934-41102
483,Frasca,Cuisine Italian,From 25 USD    to 49 USD,Good standard.,"The warmth of the wood-burning brick oven and the list of generously priced wines is enough to entice Lakeview's young professionals into the friendly confines of Frasca. Amidst décor inspired by the restaurant's name (""branch"" in Italian), lively groups and intimate dates sample wine flights and split appetizers like charred Brussels sprouts and cauliflower florets tossed with bacon and briny capers. Chewy pizza crusts blistered from the heat of the oven are laden with market-fresh toppings. The salsiccia adds shaved pickled fennel and delicate, wispy fronds to handfuls of crumbled fennel seed sausage and pools of melted Havarti. Grab extra forks for the moist tiramisù with a generous inch-thick layer of cocoa-dusted mascarpone mousse.",https://www.viamichelin.com/web/Restaurant/Chicago-60657-Frasca-281128-41102
484,Southport Grocery,Cuisine American,From 13 USD    to 24 USD,Simple standard.,"Equal parts specialty grocery and upscale diner, this Southport Corridor hot spot draws quite a crowd. Local products and in-house goodies are stocked in the front of the narrow space, while the rear offers comfortable banquettes for a casual sit-down meal. Breakfast is served as long as the sun shines, with options like a freshly baked and buttered English muffin stuffed with ginger-sage sausage, a vibrant orange sunny side-up egg, and sweet pepper jelly. A side of red bliss potatoes sweetens the deal, but if you're really looking for something sugary, the grilled coffee cake is a double-layered cinnamon and cream cheese delight. Craving more of your meal? You're in luck: certain menu items, denoted with an asterisk, are available for purchase up front.",https://www.viamichelin.com/web/Restaurant/Chicago-60657-Southport_Grocery-273489-41102
485,L' Patron,Cuisine Mexican,From 13 USD    to 24 USD,Simple standard.,"Don't worry-the long line stretching past L'Patron's neon-bright façade isn't cause for concern. Counter service moves quickly at this affordable and popular Diversey Avenue taqueria, as staffers smoothly satiate customers with a concise but tasty array of tortas, tacos, and burritos wrapped in handmade tortillas. The interior décor is just as colorful as the outside, with pulsing Latin music to keep you moving as you munch. Ultra-fresh dishes are cooked to order, like a grilled burrito stuffed with charred poblanos, caramelized onion, and tomatillo-jalapeño salsa. Carne asada tacos arrive packed with grilled, well-seasoned beef; while crisp tortilla chips, still warm from the fryer, are addictive companions for scooping chunky, garlicky guacamole.",https://www.viamichelin.com/web/Restaurant/Chicago-60647-L_Patron-409362-41102
